case,dataset,image_hw,input_c,output_c,base_dim,plot_index,operator_index_27,plot_row_kind,node,op_type,source_nodes,alpha_visible,beta_output,output_top_beta,output_bottom_beta,ct,ct_count_raw,rotation,diagonal_count,bootstrap_count,bootstrap_ct_count,bootstrap_source_node,bootstrap_reason_folded,folded_activation_node,folded_activation_edge_kind,folded_activation_edge_detail,bootstrap_drop_count,bootstrap_drop_ct_saved,bootstrap_drop_slots_saved,bootstrap_drop_detail,edge_kind,incoming_edge_kind,edge_kind_counts,edge_kind_detail,edge_carry_count,edge_fused_count,edge_explicit_count,edge_bootstrap_drop_count_raw,edge_layout_changed_count,edge_carry_halo_count,folded_skip_merge_node,folded_skip_merge_edge_kind,folded_skip_merge_edge_kind_counts,folded_skip_merge_edge_detail,folded_skip_merge_explicit_count,folded_skip_merge_carry_count,folded_skip_merge_fused_count,plot_edge_label,output_gap,output_shape,fhe_output_shape,selected_output_layout,folding_note
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,16,16,operator,dec4a,Conv2d,cat4,10,1,1,1,19,19,23040,10616832,18,18,dec4a_act,child_level_exceeds_output_level,dec4a_act,carry+bootstrap-drop,dec4a->dec4a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->dec4b:bootstrap-drop:drop_halo_before_bootstrap,1,1,24576,bootstrap-boundary->dec4b:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,cat4->dec4a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,cat4,mixed:carry+explicit,carry=1;fused=0;explicit=1;bootstrap-drop=0,enc4b_act->cat4:explicit:dp_add_input_alignment:mode=halo_local;up4->cat4:carry:layout_same_carry_halo:mode=halo_local,1,1,0,cat4:mixed:carry+explicit | dec4a:fused,8,1x256x48x48,1x4x384x384,"{""bottom_beta"":1,""core_slots"":589824,""gap"":8,""stored_slots"":614400,""stride"":1,""tile_count"":19,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,17,17,operator,dec4b,Conv2d,dec4a_act,10,1,1,1,19,19,337920,4521984,0,0,,,,carry,dec4b->dec4b_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,dec4a_act->dec4b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,dec4b:fused,8,1x256x48x48,1x4x384x384,"{""bottom_beta"":1,""core_slots"":589824,""gap"":8,""stored_slots"":614400,""stride"":2,""tile_count"":19,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,18,18,operator,up3,ConvTranspose2d,dec4b_act,20,2,2,2,38,38,5120,1114112,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,dec4b_act->up3:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,0,1,,,,,0,0,0,up3:carry,4,1x128x96x96,1x8x384x384,"{""bottom_beta"":2,""core_slots"":1179648,""gap"":4,""stored_slots"":1228800,""stride"":2,""tile_count"":38,""top_beta"":2}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,19,19,operator,dec3a,Conv2d,cat3,20,1,1,1,37,37,11520,2654208,36,36,dec3a_act,child_level_exceeds_output_level,dec3a_act,carry+bootstrap-drop,dec3a->dec3a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->dec3b:bootstrap-drop:drop_halo_before_bootstrap,1,1,24576,bootstrap-boundary->dec3b:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,cat3->dec3a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,cat3,mixed:carry+explicit,carry=1;fused=0;explicit=1;bootstrap-drop=0,enc3b_act->cat3:explicit:dp_add_input_alignment:mode=halo_local;up3->cat3:carry:layout_same_carry_halo:mode=halo_local,1,1,0,cat3:mixed:carry+explicit | dec3a:fused,4,1x128x96x96,1x8x384x384,"{""bottom_beta"":1,""core_slots"":1179648,""gap"":4,""stored_slots"":1204224,""stride"":1,""tile_count"":37,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,20,20,operator,dec3b,Conv2d,dec3a_act,20,1,1,1,37,37,87040,1130496,0,0,,,,carry,dec3b->dec3b_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,dec3a_act->dec3b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,dec3b:fused,4,1x128x96x96,1x8x384x384,"{""bottom_beta"":1,""core_slots"":1179648,""gap"":4,""stored_slots"":1204224,""stride"":2,""tile_count"":37,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,21,21,operator,up2,ConvTranspose2d,dec3b_act,41,2,2,2,74,74,2560,262144,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,dec3b_act->up2:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,0,1,,,,,0,0,0,up2:carry,2,1x64x192x192,1x16x384x384,"{""bottom_beta"":2,""core_slots"":2359296,""gap"":2,""stored_slots"":2408448,""stride"":2,""tile_count"":74,""top_beta"":2}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,22,22,operator,dec2a,Conv2d,cat2,42,1,1,1,73,73,5760,663552,72,72,dec2a_act,child_level_exceeds_output_level,dec2a_act,carry+bootstrap-drop,dec2a->dec2a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->dec2b:bootstrap-drop:drop_halo_before_bootstrap,1,1,24576,bootstrap-boundary->dec2b:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,cat2->dec2a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,cat2,mixed:carry+explicit,carry=1;fused=0;explicit=1;bootstrap-drop=0,enc2b_act->cat2:explicit:dp_add_input_alignment:mode=halo_local;up2->cat2:carry:layout_same_carry_halo:mode=halo_local,1,1,0,cat2:mixed:carry+explicit | dec2a:fused,2,1x64x192x192,1x16x384x384,"{""bottom_beta"":1,""core_slots"":2359296,""gap"":2,""stored_slots"":2383872,""stride"":1,""tile_count"":73,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,23,23,operator,dec2b,Conv2d,dec2a_act,42,1,1,1,73,73,27136,290816,0,0,,,,carry,dec2b->dec2b_act:carry:layout_same_carry_halo:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,dec2a_act->dec2b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,dec2b:fused,2,1x64x192x192,1x16x384x384,"{""bottom_beta"":1,""core_slots"":2359296,""gap"":2,""stored_slots"":2383872,""stride"":2,""tile_count"":73,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,24,24,operator,up1,ConvTranspose2d,dec2b_act,84,2,2,2,146,146,1280,73728,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,dec2b_act->up1:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,0,1,,,,,0,0,0,up1:carry,1,1x32x384x384,1x32x384x384,"{""bottom_beta"":2,""core_slots"":4718592,""gap"":1,""stored_slots"":4767744,""stride"":2,""tile_count"":146,""top_beta"":2}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,25,25,operator,dec1a,Conv2d,cat1,84,1,1,1,145,145,2880,165888,144,144,dec1a_act,child_level_exceeds_output_level,dec1a_act,carry+bootstrap-drop,dec1a->dec1a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->dec1b:bootstrap-drop:drop_halo_before_bootstrap,1,1,24576,bootstrap-boundary->dec1b:bootstrap-drop:drop_halo_before_bootstrap,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,cat1->dec1a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,cat1,mixed:carry+explicit,carry=1;fused=0;explicit=1;bootstrap-drop=0,enc1b_act->cat1:explicit:dp_add_input_alignment:mode=halo_local;up1->cat1:carry:layout_same_carry_halo:mode=halo_local,1,1,0,cat1:mixed:carry+explicit | dec1a:fused,1,1x32x384x384,1x32x384x384,"{""bottom_beta"":1,""core_slots"":4718592,""gap"":1,""stored_slots"":4743168,""stride"":1,""tile_count"":145,""top_beta"":1}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,26,26,operator,dec1b,Conv2d,dec1a_act,85,0,0,0,144,144,9472,76800,0,0,,,,carry,dec1b->dec1b_act:carry:layout_same_carry_compact:mode=halo_local,0,0,0,,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,dec1a_act->dec1b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,1,0,,,,,0,0,0,dec1b:fused,1,1x32x384x384,1x32x384x384,"{""bottom_beta"":0,""core_slots"":4718592,""gap"":1,""stored_slots"":4718592,""stride"":1,""tile_count"":144,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,27,27,operator,output,Conv2d,dec1b_act,85,0,0,0,5,5,960,160,0,0,,,,,,0,0,0,,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,dec1b_act->output:carry:layout_same_carry_compact:mode=halo_local,1,0,0,0,0,0,,,,,0,0,0,output:carry,1,1x1x384x384,1x1x384x384,"{""bottom_beta"":0,""gap"":1,""stored_slots"":147456,""stride"":1,""tile_count"":5,""top_beta"":0}",B/CT-saving bootstrap-drop folded from following SiLU when present; 27-op table also folds cat explicit skip alignment onto decoder-a rows
